original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus varia ssp. salsuginosa,Eucalyptus varia subsp. salsuginosa,Eucalyptus varia subsp. salsuginosa,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus vesiculosa,Eucalyptus vesiculosa,Eucalyptus vesiculosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus virginea,Eucalyptus virginea,Eucalyptus virginea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus virgineae,Eucalyptus virgineae,Eucalyptus virginea,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus wandoo,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus wandoo,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus x bennettiae,Eucalyptus x bennettiae,Eucalyptus x bennettiae,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eucalyptus x chrysantha,Eucalyptus x chrysantha,Eucalyptus x chrysantha,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eucalyptus x erythrandra,Eucalyptus x erythrandra,Eucalyptus x erythrandra,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eucalyptus x kalganensis,Eucalyptus x kalganensis,Eucalyptus x kalganensis,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eucalyptus x missilis,Eucalyptus x missilis,Eucalyptus x missilis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus x stoataptera,Eucalyptus x stoataptera,Eucalyptus x stoataptera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalypyus protensa,Eucalypyus protensa,Eucalyptus protensa,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus decurva,Eucalytpus decurva,Eucalyptus decurva,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus kalganensis,Eucalytpus kalganensis,Eucalyptus x kalganensis,APC,species,Fuzzy match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_15b_binomial_fuzzy_known
Eucalytpus kessellii,Eucalytpus kessellii,Eucalyptus kessellii,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus leptocalyx,Eucalytpus leptocalyx,Eucalyptus leptocalyx,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus ligulata ssp. stirlingica,Eucalytpus ligulata subsp. stirlingica,Eucalyptus ligulata subsp. stirlingica,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus occidentalis,Eucalytpus occidentalis,Eucalyptus occidentalis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus oleosa,Eucalytpus oleosa,Eucalyptus oleosa,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus redacta,Eucalytpus redacta,Eucalyptus redacta,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Eucalytpus rudis,Eucalytpus rudis,Eucalyptus rudis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus staeri,Eucalytpus staeri,Eucalyptus staeri,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytpus staeri,Eucalytpus staeri,Eucalyptus staeri,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalytus ligulata ssp. stirlingica,Eucalytus ligulata subsp. stirlingica,Eucalyptus ligulata subsp. stirlingica,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Euphrasia scabra,Euphrasia scabra,Euphrasia scabra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Euryomyrtus leptospermoides,Euryomyrtus leptospermoides,Euryomyrtus leptospermoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eutaxia acanthoclada,Eutaxia acanthoclada,Eutaxia acanthoclada,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eutaxia actinophylla,Eutaxia actinophylla,Eutaxia actinophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eutaxia andocada,Eutaxia andocada,Eutaxia andocada,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eutaxia myrtifolia,Eutaxia myrtifolia,Eutaxia myrtifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eutaxia nanophylla,Eutaxia nanophylla,Eutaxia nanophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Evandra aristata,Evandra aristata,Evandra aristata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Exocarpos sparteus,Exocarpos sparteus,Exocarpos sparteus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Exocarpus aphylla,Exocarpus aphylla,Exocarpus aphylla,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Exocarpus aphyllus,Exocarpus aphyllus,Exocarpos aphyllus,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Exocarpus odoratus,Exocarpus odoratus,Exocarpos odoratus,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Exocarpus sparteus,Exocarpus sparteus,Exocarpus sparteus,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eycalyptus sweedmaniana,Eycalyptus sweedmaniana,Eucalyptus sweedmaniana,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Fabronia hampeana,Fabronia hampeana,Fabricia sp. [Fabronia hampeana; Barrett_2009],APC,genus,Fuzzy match of the first word of the taxon name to an APC-known genus (2023-09-08),match_22b_genus_fuzzy_known
Frankenia brachyphylla,Frankenia brachyphylla,Frankenia brachyphylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Frankenia drummondii,Frankenia drummondii,Frankenia drummondii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Frankenia spp,Frankenia sp.,Frankenia sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Franklandia fucifolia,Franklandia fucifolia,Franklandia fucifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gahnia decomposita,Gahnia decomposita,Gahnia decomposita,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gahnia sclerioides,Gahnia sclerioides,Gahnia sclerioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gahnia sp. L,Gahnia sp. L,Gahnia sp. L (K.R.Newbey 7888),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_14a_binomial_exact_accepted
Gahnia trida,Gahnia trida,Gahnia trifida,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Gahnia trifida,Gahnia trifida,Gahnia trifida,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Galium migrans,Galium migrans,Galium migrans,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Garawanta E35),Garawanta E35),NA,NA,NA,NA,NA
Gastrolobium acrocaroli,Gastrolobium acrocaroli,Gastrolobium acrocaroli,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gastrolobium acrocaroli,Gastrolobium acrocaroli,Gastrolobium acrocaroli,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gastrolobium aff bilobum Corackerup,Gastrolobium aff. bilobum Corackerup,Gastrolobium sp. [Gastrolobium aff. bilobum Corackerup; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2023-09-08),match_09a_species_affinis_APC_exact
Gastrolobium bilobum,Gastrolobium bilobum,Gastrolobium bilobum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gastrolobium bilobum,Gastrolobium bilobum,Gastrolobium bilobum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gastrolobium brownii,Gastrolobium brownii,Gastrolobium brownii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Gastrolobium brownii,Gastrolobium brownii,Gastrolobium brownii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
