original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Eucalyptus diptera,Eucalyptus diptera,Eucalyptus diptera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus dissimulata,Eucalyptus dissimulata,Eucalyptus dissimulata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus diversicolor,Eucalyptus diversicolor,Eucalyptus diversicolor,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus dolichoryncha,Eucalyptus dolichoryncha,Eucalyptus dolichorhyncha,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus doratoxylon,Eucalyptus doratoxylon,Eucalyptus doratoxylon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus doratoxylon,Eucalyptus doratoxylon,Eucalyptus doratoxylon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus erectifolia,Eucalyptus erectifolia,Eucalyptus erectifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus erectifolia,Eucalyptus erectifolia,Eucalyptus erectifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus eremophila,Eucalyptus eremophila,Eucalyptus eremophila,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus eremophila,Eucalyptus eremophila,Eucalyptus eremophila,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus extrica,Eucalyptus extrica,Eucalyptus extrica,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus famelica,Eucalyptus famelica,Eucalyptus famelica,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus ficifolia,Eucalyptus ficifolia,Eucalyptus ficifolia,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Eucalyptus foliosa,Eucalyptus foliosa,Eucalyptus foliosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus forrestiana,Eucalyptus forrestiana,Eucalyptus forrestiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus fraseri ssp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus garderni,Eucalyptus garderni,Eucalyptus gardneri,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus gardneri ssp. Ravensthorpensis,Eucalyptus gardneri subsp. Ravensthorpensis,Eucalyptus gardneri subsp. ravensthorpensis,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus georgei ssp. fulgida,Eucalyptus georgei subsp. fulgida,Eucalyptus georgei subsp. fulgida,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus georgei ssp. georgei,Eucalyptus georgei subsp. georgei,Eucalyptus georgei subsp. georgei,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus gonaiantha,Eucalyptus gonaiantha,Eucalyptus goniantha,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus goniantha notac,Eucalyptus goniantha notac,Eucalyptus goniantha subsp. notactites,APC,subspecies,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name
Eucalyptus goniantha ssp. goniantha,Eucalyptus goniantha subsp. goniantha,Eucalyptus goniantha subsp. goniantha,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus goniocarpa,Eucalyptus goniocarpa,Eucalyptus goniocarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus guilfoylei,Eucalyptus guilfoylei,Eucalyptus guilfoylei,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus incerata,Eucalyptus incerata,Eucalyptus incerata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus indurata,Eucalyptus indurata,Eucalyptus indurata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus insularis,Eucalyptus insularis,Eucalyptus insularis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus jacksonii,Eucalyptus jacksonii,Eucalyptus jacksonii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus kessellii,Eucalyptus kessellii,Eucalyptus kessellii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus kumarlensis,Eucalyptus kumarlensis,Eucalyptus kumarlensis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus latens,Eucalyptus latens,Eucalyptus latens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus lehamanii,Eucalyptus lehamanii,Eucalyptus lehmannii,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus lehmanii ssp. parallela,Eucalyptus lehmanii subsp. parallela,Eucalyptus lehmannii subsp. parallela,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus lehmannii,Eucalyptus lehmannii,Eucalyptus lehmannii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus leptocalyx,Eucalyptus leptocalyx,Eucalyptus leptocalyx,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus ligulata ssp ligulata,Eucalyptus ligulata subsp. ligulata,Eucalyptus ligulata subsp. ligulata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus ligulata ssp. ligulata,Eucalyptus ligulata subsp. ligulata,Eucalyptus ligulata subsp. ligulata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus ligulata ssp. stirlingica,Eucalyptus ligulata subsp. stirlingica,Eucalyptus ligulata subsp. stirlingica,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus litorea,Eucalyptus litorea,Eucalyptus litorea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus livida,Eucalyptus livida,Eucalyptus livida,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus longicornis,Eucalyptus longicornis,Eucalyptus longicornis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus longicornis,Eucalyptus longicornis,Eucalyptus longicornis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus marginata,Eucalyptus marginata,Eucalyptus marginata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus marginata,Eucalyptus marginata,Eucalyptus marginata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus marginata,Eucalyptus marginata,Eucalyptus marginata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus marginata x Eucalyptus pachyloma,Eucalyptus marginata x Eucalyptus pachyloma,Eucalyptus x [Eucalyptus marginata x Eucalyptus pachyloma; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact
Eucalyptus mcquoidii,Eucalyptus mcquoidii,Eucalyptus mcquoidii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus megacarpa,Eucalyptus megacarpa,Eucalyptus megacarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus megacarpa,Eucalyptus megacarpa,Eucalyptus megacarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus melanophitra,Eucalyptus melanophitra,Eucalyptus melanophitra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus melanoxylon,Eucalyptus melanoxylon,Eucalyptus melanoxylon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus melanoxylon,Eucalyptus melanoxylon,Eucalyptus melanoxylon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus merrickiae,Eucalyptus merrickiae,Eucalyptus merrickiae,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus micranthera,Eucalyptus micranthera,Eucalyptus micranthera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus microschema,Eucalyptus microschema,Eucalyptus microschema,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus misella,Eucalyptus misella,Eucalyptus misella,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus newbeyi,Eucalyptus newbeyi,Eucalyptus newbeyi,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus newbyii,Eucalyptus newbyii,Eucalyptus newbeyi,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus nutans,Eucalyptus nutans,Eucalyptus nutans,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus occidentalis x Eucalyptus utilis,Eucalyptus occidentalis x Eucalyptus utilis,Eucalyptus x [Eucalyptus occidentalis x Eucalyptus utilis; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact
Eucalyptus ocidentalis,Eucalyptus ocidentalis,Eucalyptus occidentalis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus oleosa,Eucalyptus oleosa,Eucalyptus oleosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus patens,Eucalyptus patens,Eucalyptus patens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus phenax,Eucalyptus phenax,Eucalyptus phenax,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus,Eucalyptus platypus,Eucalyptus platypus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus ssp platypus,Eucalyptus platypus subsp. platypus,Eucalyptus platypus subsp. platypus,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus ssp. congregata,Eucalyptus platypus subsp. congregata,Eucalyptus platypus subsp. congregata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus ssp. platypus,Eucalyptus platypus subsp. platypus,Eucalyptus platypus subsp. platypus,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus subsp congregata,Eucalyptus platypus subsp. congregata,Eucalyptus platypus subsp. congregata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus platypus subsp. congregata,Eucalyptus platypus subsp. congregata,Eucalyptus platypus subsp. congregata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus praeterissima,Eucalyptus praeterissima,Eucalyptus praetermissa,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus praetermissa,Eucalyptus praetermissa,Eucalyptus praetermissa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus preissiana,Eucalyptus preissiana,Eucalyptus preissiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus preissiana,Eucalyptus preissiana,Eucalyptus preissiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus preissiana ssp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus preissiana x Eucalyptus staeri,Eucalyptus preissiana x Eucalyptus staeri,Eucalyptus x [Eucalyptus preissiana x Eucalyptus staeri; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact
Eucalyptus proxima,Eucalyptus proxima,Eucalyptus proxima,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus purpurata,Eucalyptus purpurata,Eucalyptus purpurata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus quaerenda,Eucalyptus quaerenda,Eucalyptus quaerenda,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus ravida,Eucalyptus ravida,Eucalyptus ravida,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus redunca,Eucalyptus redunca,Eucalyptus redunca,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus retusa,Eucalyptus retusa,Eucalyptus retusa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus retusa x Eucalyptus cornuta,Eucalyptus retusa x Eucalyptus cornuta,Eucalyptus x [Eucalyptus retusa x Eucalyptus cornuta; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact
Eucalyptus retusa x Eucalyptus cuspidata,Eucalyptus retusa x Eucalyptus cuspidata,Eucalyptus x [Eucalyptus retusa x Eucalyptus cuspidata; Barrett_2009],APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2023-09-08),match_11a_hybrid_taxon_exact
Eucalyptus rhomboidea,Eucalyptus rhomboidea,Eucalyptus rhomboidea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus rudis,Eucalyptus rudis,Eucalyptus rudis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus salicola,Eucalyptus salicola,Eucalyptus salicola,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus salmonophloia,Eucalyptus salmonophloia,Eucalyptus salmonophloia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus salmonophloia,Eucalyptus salmonophloia,Eucalyptus salmonophloia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus salubris,Eucalyptus salubris,Eucalyptus salubris,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus semiglobosa,Eucalyptus semiglobosa,Eucalyptus semiglobosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus sepulcralis,Eucalyptus sepulcralis,Eucalyptus sepulcralis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus sinuosa,Eucalyptus sinuosa,Eucalyptus sinuosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus sp. Esperance (M.E. French 1579),Eucalyptus sp. Esperance (M.E. French 1579),Eucalyptus sp. Esperance (M.E.French 1579),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus sp. Fitzgerald River (M.I.H. Brooker 10923),Eucalyptus sp. Fitzgerald River (M.I.H. Brooker 10923),Eucalyptus sp. Fitzgerald River (M.I.H.Brooker 10923),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Eucalyptus sp. dendrosheath,Eucalyptus sp. dendrosheath,Eucalyptus dendrosheath MS,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known
Eucalyptus spathulata,Eucalyptus spathulata,Eucalyptus spathulata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus spp,Eucalyptus sp.,Eucalyptus sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Eucalyptus spp,Eucalyptus sp.,Eucalyptus sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Eucalyptus staeri,Eucalyptus staeri,Eucalyptus staeri,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus steedmanii,Eucalyptus steedmanii,Eucalyptus steedmanii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus stoatei,Eucalyptus stoatei,Eucalyptus stoatei,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus surgens,Eucalyptus surgens,Eucalyptus surgens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus sweedmaniana ms,Eucalyptus sweedmaniana,Eucalyptus sweedmaniana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus talyuberlup,Eucalyptus talyuberlup,Eucalyptus talyuberlup,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus tenuis,Eucalyptus tenuis,Eucalyptus tenuis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus tetragona,Eucalyptus tetragona,Eucalyptus tetrodonta,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus uncinata,Eucalyptus uncinata,Eucalyptus uncinata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Eucalyptus uncinatus,Eucalyptus uncinatus,Eucalyptus uncinata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Eucalyptus urna,Eucalyptus urna,Eucalyptus urna,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
