dataset_id,find,cleaned_name,replace,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code,
Barrett_2009,Actinotus sp Walpole,Actinotus sp. Walpole,Actinotus sp. Walpole (J.R.Wheeler & S.J.Patrick 3786),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Astartea sp. staminodes,Astartea sp. staminodes,Astartea sp. staminodes (A.Strid 21584),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Asterolasia sp. Kalgan,Asterolasia sp. Kalgan,Asterolasia sp. Kalgan River (S.Barrett 1522),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Banksia tenuifolia ssp tenuifolia,Banksia tenuifolia subsp. tenuifolia,Banksia tenuifolia,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Calothamnus sp. Kundip,Calothamnus sp. Kundip,Calothamnus sp. Kundip (A.S.George & E.G.H.Oliver ASG17657),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Calytrix sp. Esperance,Calytrix sp. Esperance,Calytrix sp. Esperance (M.A.Burgman 4268A),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Calytrix sp. Esperance,Calytrix sp. Esperance,Calytrix sp. Esperance (M.A.Burgman 4268A),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Chamelaucium forrestii ssp. forrestii,Chamelaucium forrestii subsp. forrestii,Chamelaucium forrestii,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Eucalyptus sp. dendrosheath,Eucalyptus sp. dendrosheath,Eucalyptus dendrosheath MS,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Hakea crassifolia spp pandanicarpa,Hakea crassifolia sp. pandanicarpa,Hakea crassifolia,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Hakea crassifolia ssp. pandanicarpa,Hakea crassifolia subsp. pandanicarpa,Hakea crassifolia,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Melaleuca sp. Gorse,Melaleuca sp. Gorse,Melaleuca sp. Gorse (A.S.George 7224),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Melaleuca sp. Kundip,Melaleuca sp. Kundip,Melaleuca sp. Kundip (G.F.Craig 6020),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_14b_binomial_exact_known,
Barrett_2009,Isopogon sp. Ravesnthorpe,Isopogon sp. Ravesnthorpe,Isopogon sp. Ravensthorpe (D.B.Foreman 1207),APC,species,Fuzzy match of the first two words of the taxon name to an APC-accepted canonical name (2023-09-08),match_15a_binomial_fuzzy_accepted,
Barrett_2009,Eucalytpus kalganensis,Eucalytpus kalganensis,Eucalyptus x kalganensis,APC,species,Fuzzy match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_15b_binomial_fuzzy_known,
Barrett_2009,Rulingia coryfolia,Rulingia coryfolia,Rulingia corylifolia,APC,species,Fuzzy match of the first two words of the taxon name to an APC-known canonical name (2023-09-08),match_15b_binomial_fuzzy_known,
Barrett_2009,Grevillea sp. Stirling Range (D.J. McGillivray 3488 & A.S. George),Grevillea sp. Stirling Range (D.J. McGillivray 3488 & A.S. George),Grevillea sp. Stirling Range (D.J.McGillivray 3488 & A.S.George),APNI,species,Fuzzy match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_16a_fuzzy_APNI_canonical,
Barrett_2009,Rhacocarpus rehmannianus var.. webbianus,Rhacocarpus rehmannianus var. webbianus,Rhacocarpus rehmannianus,APNI,species,Exact match of the first two words of the taxon name to an APNI-listed canonical name (2023-09-08),match_19a_binomial_exact_APNI,
Barrett_2009,Allocasuarina preissii,Allocasuarina preissii,Allocasuarina sp. [Allocasuarina preissii; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted,
Barrett_2009,Astartea sp.Fitzgerald(K.R.Newbey 10844),Astartea sp.Fitzgerald(K.R.Newbey 10844),Astartea sp. Fitzgerald (K.R.Newbey 10844),APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Astroloma sp.Nannup(R.D.Royce 3978),Astroloma sp.Nannup(R.D.Royce 3978),Astroloma sp. Nannup (R.D.Royce 3978),APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Banksia calyei,Banksia calyei,Banksia caleyi,APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Beyeria sp. Ravensthorpe,Beyeria sp. Ravensthorpe,Beyeria sp. A Ravensthorpe (A.S.George 9474),APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Darwinia sp.Thumb Peak(K.R.Newbey 4847),Darwinia sp.Thumb Peak(K.R.Newbey 4847),Darwinia sp. Thumb Peak (K.R.Newbey 4847),APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Eucalyptus sp mallet,Eucalyptus sp. mallet,Eucalyptus sp. [Eucalyptus sp. mallet; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted,
Barrett_2009,Hakea lehmanii,Hakea lehmanii,Hakea sp. [Hakea lehmanii; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted,
Barrett_2009,Lambertia citrina,Lambertia citrina,Lambertia echinata subsp. citrina,APC,genus,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),match_20a_genus_exact_accepted,x
Barrett_2009,Lepidosperma 'dense',Lepidosperma 'dense',Lepidosperma sp. [Lepidosperma 'dense'; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted,
Barrett_2009,Petrophile seorsiflora,Petrophile seorsiflora,Petrophile sp. [Petrophile seorsiflora; Barrett_2009],APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-08),match_20a_genus_exact_accepted,
Barrett_2009,E salmonophloia,E salmonophloia,Eucalyptus salmonophloia,NA,NA,Manual match to APC-accepted or APC-known canonical name (E. Wenk; 2023-09-08),NA,x
